vBjSh3Y 0.00000000 -1844.07606220 -68.5630611544 48 24 24 1.95821778 1.99208438 2.02418695 2.37613836 2.39179419 2.41404023 2.41960971 2.42181201 2.42318301 2.43689097 2.44584565 2.45696961 2.45949571 2.46178857 2.46893565 2.46901247 2.47008678 2.47450286 2.47662683 2.47687013 2.48207684 2.48382077 2.48553282 2.49325206 60 1.42528132 1.43623907 1.41418471 1.43020821 1.43367732 1.42502831 1.44107423 1.41306229 1.45216405 1.38559618 1.44277196 1.44320568 1.44327260 1.38246213 1.42275204 1.35573329 1.43438830 1.42665228 1.42162246 1.43797904 1.43934708 1.35854647 1.43562385 1.38459750 1.43248775 1.41928720 1.41263979 1.42788695 1.41502917 1.43557024 1.41377558 1.40483773 1.43414802 1.40164178 1.36161703 1.39803960 1.38798877 1.38709736 1.43839808 1.47311413 1.39403447 1.44388482 1.45162148 1.38247717 1.44445611 1.38422244 1.35395132 1.42016028 1.44543335 1.40388214 1.41662014 1.40416859 1.39808556 1.44789197 1.43107273 1.39774661 1.43129381 1.36898951 1.42782980 1.36891770 24 1.08491178 1.08741936 1.08732411 1.08353793 1.08733723 1.08799367 1.08794903 1.08741420 1.08363021 1.08673120 1.08722583 1.08721864 1.08573324 1.08528264 1.08732312 1.08745254 1.08584313 1.08821043 1.08836162 1.08826399 1.08758388 1.08667075 1.08668716 1.08756119
vBjSjdY 0.00000000 -1844.08240385 -68.6770681257 48 24 24 1.91864800 1.95950832 1.96625442 2.00056273 2.39022750 2.39397059 2.39432324 2.40814861 2.42115437 2.43748402 2.43886362 2.43913393 2.45879359 2.45925197 2.46082599 2.46947704 2.47052118 2.47072925 2.47460400 2.47953098 2.48782144 2.49014473 2.49074346 2.49278178 60 1.42943782 1.43765547 1.41970640 1.45064274 1.41458814 1.44384198 1.37628853 1.35399135 1.44414929 1.38337875 1.44668011 1.42428841 1.42298357 1.42184379 1.41627598 1.45764691 1.37208948 1.42028205 1.45647242 1.44543423 1.39641767 1.42366358 1.40054895 1.36851874 1.42256795 1.42436919 1.41747991 1.45077191 1.42771824 1.41266497 1.38346805 1.43641631 1.44409726 1.41933177 1.44411690 1.41603858 1.35600408 1.44368062 1.38344285 1.39079563 1.43447180 1.44099625 1.42153549 1.43096674 1.42970541 1.42069273 1.41354249 1.35939777 1.44152121 1.39888244 1.40106415 1.38696748 1.40501263 1.44093254 1.42741904 1.40000025 1.42860245 1.37167161 1.42470890 1.37101899 24 1.08725850 1.08735830 1.08396643 1.08374402 1.08429016 1.08798991 1.08362998 1.08363750 1.08390401 1.08742522 1.08728140 1.08453604 1.08808668 1.08738709 1.08743983 1.08725841 1.08720810 1.08668281 1.08536003 1.08816795 1.08761695 1.08658199 1.08664085 1.08748058
vBjaJDk 0.00000007 -1844.08585377 -68.7633211404 48 24 24 1.91950062 1.93317581 1.97464885 1.99810138 2.38771861 2.38992712 2.41088564 2.41342691 2.43497522 2.44058906 2.44263333 2.45783979 2.45929138 2.46031596 2.46794792 2.46877660 2.46881627 2.46942583 2.47411115 2.47661594 2.48350916 2.48401200 2.48474679 2.49330793 60 1.42398113 1.44487371 1.42464576 1.43143616 1.42115338 1.43182564 1.41657462 1.42669359 1.42921946 1.47415540 1.39824599 1.37837831 1.43010543 1.42928827 1.42986483 1.43956582 1.41729117 1.41330706 1.38412913 1.47066868 1.41098683 1.42601671 1.36816274 1.42441233 1.42956666 1.42513594 1.47006435 1.40231066 1.39963647 1.39674455 1.36385951 1.43194608 1.40860129 1.40200087 1.37969408 1.38410349 1.39972458 1.42539457 1.39700958 1.47017862 1.39712808 1.44429436 1.44384718 1.45210047 1.38507126 1.35375886 1.38423983 1.41545335 1.44581410 1.40499343 1.41871580 1.40498048 1.39690758 1.44851271 1.43175244 1.39714133 1.43163006 1.36853717 1.42838201 1.36857816 24 1.08487746 1.08439423 1.08731856 1.08737546 1.08740756 1.08725580 1.08360102 1.08710496 1.08662426 1.08719954 1.08664939 1.08426100 1.08453576 1.08146490 1.08733232 1.08739065 1.08819936 1.08572135 1.08824990 1.08835933 1.08667157 1.08754697 1.08757034 1.08666181
vBjeKxc 0.00000001 -1844.08277664 -68.7227111352 48 24 24 1.94345158 1.94346637 1.98049880 2.02441909 2.34679472 2.37791972 2.41025502 2.41502632 2.43103247 2.43695533 2.43821279 2.44155956 2.44715441 2.45026821 2.45759987 2.46652450 2.46889224 2.46893976 2.47435255 2.47674758 2.48518335 2.48526326 2.48755310 2.49325637 60 1.44700159 1.41739274 1.42313713 1.41193368 1.43597817 1.45594503 1.42840017 1.42535797 1.40826152 1.43047902 1.43121246 1.43114413 1.43169264 1.40284018 1.45655927 1.44812062 1.39043730 1.43800476 1.47247293 1.37653696 1.42839375 1.39703427 1.42892943 1.42434546 1.41033907 1.36398248 1.42215315 1.42698221 1.40964139 1.40211412 1.43883100 1.40030204 1.35712794 1.40044152 1.38100838 1.39106621 1.39205997 1.39049945 1.43493295 1.47190893 1.39660013 1.44403719 1.45160143 1.44408488 1.38460600 1.38307269 1.35400608 1.44563168 1.41616135 1.40453989 1.41958685 1.40432012 1.44814935 1.39738696 1.43150381 1.39768640 1.43131302 1.42807044 1.36874861 1.36880697 24 1.08467754 1.08723762 1.08334673 1.08461481 1.08730576 1.08735125 1.08390080 1.08660867 1.08712404 1.08351769 1.08666953 1.08720633 1.08577674 1.08521583 1.08743548 1.08732435 1.08581840 1.08820578 1.08836091 1.08825933 1.08668394 1.08666960 1.08758089 1.08755757
vBjfLOa 0.00000016 -1844.08230925 -68.7267347833 48 24 24 1.88386456 1.91745215 1.94858445 1.99436258 2.38474916 2.41210099 2.41971588 2.42508179 2.43465062 2.44254173 2.44324564 2.44359528 2.45981158 2.46390141 2.46885233 2.46888274 2.47421590 2.47674329 2.47720467 2.47992168 2.48512878 2.48808215 2.48938599 2.49327232 60 1.42360085 1.44615479 1.42325244 1.44822875 1.42425330 1.43757396 1.41106108 1.42906168 1.42954616 1.47166593 1.39655855 1.37997682 1.42283077 1.42465804 1.42930622 1.43028069 1.42118540 1.41122893 1.39004120 1.43910229 1.40446869 1.46130279 1.42713637 1.40248326 1.45910400 1.40741953 1.42763849 1.35925679 1.43901927 1.40073447 1.36432070 1.42288380 1.41064199 1.39885028 1.38857770 1.38051879 1.40054925 1.39440592 1.42820439 1.44444561 1.39366459 1.47161945 1.35349057 1.44432375 1.45209124 1.38467542 1.38364043 1.41587502 1.44556849 1.40465981 1.41926877 1.40458543 1.39721616 1.44827506 1.43158148 1.39748288 1.43143548 1.36867080 1.42818233 1.36872120 24 1.08476188 1.08398198 1.08734741 1.08746455 1.08284544 1.08719851 1.08726913 1.08729558 1.08672687 1.08712786 1.08657678 1.08392695 1.08424553 1.08075934 1.08740937 1.08733421 1.08820440 1.08575309 1.08825442 1.08836837 1.08755264 1.08667671 1.08666659 1.08757553
vBjgpsm 0.00000000 -1844.08335633 -68.7865203341 48 24 24 1.89086928 1.90007037 1.92265632 1.92275117 1.96574495 2.40000769 2.40907095 2.41566713 2.42079861 2.43462705 2.43643515 2.43662546 2.44805349 2.46217436 2.46305558 2.47007190 2.47149334 2.47695258 2.47943939 2.47994558 2.49122625 2.49220512 2.49231731 2.50243913 60 1.43152421 1.43756808 1.42452033 1.43277026 1.42159853 1.47105062 1.38903962 1.41979855 1.41152890 1.47212059 1.41194394 1.38321806 1.45324015 1.43015869 1.40884293 1.41374764 1.41564507 1.44430842 1.38274142 1.43557118 1.44405825 1.42231191 1.41586982 1.44855967 1.41004440 1.46101636 1.38837371 1.43597327 1.43991203 1.41889490 1.43335454 1.42937529 1.35826635 1.44064856 1.42999663 1.42546789 1.39997385 1.36581275 1.42881694 1.40928238 1.39846722 1.38870575 1.35409354 1.44353616 1.37638741 1.42437843 1.44569052 1.40025728 1.39501423 1.38416008 1.39960175 1.38414748 1.40033720 1.44002861 1.42839314 1.40598653 1.42688336 1.37117881 1.42444024 1.37195491 24 1.07945782 1.08398700 1.08048670 1.08414279 1.08737268 1.08750007 1.08369778 1.08744929 1.08737281 1.08731055 1.08670689 1.08740575 1.08729828 1.08796079 1.08355000 1.08652016 1.08653647 1.08349235 1.08820899 1.08542581 1.08753939 1.08669965 1.08663984 1.08770284
vBlSzqa 0.00000000 -1844.07807591 -68.6459518433 48 24 24 1.95289071 1.95559174 1.99599808 2.00046854 2.39271379 2.39852575 2.40369072 2.42136579 2.42338255 2.42707788 2.43469602 2.43511412 2.43850941 2.43876288 2.45421443 2.46022784 2.46155375 2.46481985 2.46947413 2.47070372 2.47520403 2.49079358 2.49279589 2.49666847 60 1.41654711 1.43926183 1.43071845 1.44900939 1.41785768 1.44337918 1.37777470 1.35554070 1.44356825 1.38230804 1.45917691 1.42751098 1.41114536 1.40377854 1.41792305 1.44962894 1.39735977 1.43026203 1.43154747 1.42811199 1.44247013 1.41940146 1.42585544 1.39232158 1.38579034 1.43720062 1.44211879 1.42049460 1.42102725 1.42981727 1.35496990 1.44284976 1.45067914 1.41467834 1.37696643 1.37244721 1.41980425 1.45656121 1.42316892 1.44552152 1.39631994 1.40076635 1.36350247 1.43586839 1.43861611 1.43882158 1.42199949 1.40790388 1.42578850 1.39988370 1.40506123 1.44100033 1.42736546 1.42865869 1.37099822 1.37169526 1.42472008 1.37699834 1.41666086 1.37260492 24 1.08723759 1.08741741 1.08428831 1.08456203 1.08799658 1.08452251 1.08722591 1.08736496 1.08365908 1.08428049 1.08797942 1.08739439 1.08404748 1.08792741 1.08816358 1.08536380 1.08747919 1.08761647 1.08657951 1.08664099 1.08437096 1.08656996 1.08653350 1.08744237
vBlZbbM 0.00000000 -1844.07485230 -68.5488838575 48 24 24 1.97024485 2.00456692 2.02457583 2.37620560 2.39269269 2.39436854 2.41361421 2.42550065 2.43275963 2.43660011 2.44897261 2.44909813 2.45587668 2.46118701 2.46841822 2.46854567 2.46909703 2.47484893 2.47727028 2.47848753 2.48073351 2.48540737 2.48612264 2.49362920 60 1.43002412 1.44938439 1.40625526 1.43230550 1.42803601 1.44627201 1.41758252 1.42531577 1.38965115 1.37506495 1.44454670 1.44777103 1.44511007 1.37774621 1.43050135 1.35376452 1.42482861 1.42916959 1.43415993 1.43284677 1.42518257 1.36804362 1.42439295 1.44610242 1.43149003 1.42480067 1.40725660 1.42644203 1.43746976 1.40629743 1.41095654 1.41576355 1.43006038 1.40706743 1.36465827 1.39257301 1.39320849 1.39291202 1.44056554 1.44363836 1.38571374 1.47355946 1.35406902 1.44446601 1.45179149 1.38411032 1.38234240 1.41679164 1.44549367 1.40392289 1.42036462 1.40365064 1.39801108 1.44788355 1.43106494 1.39834570 1.43083988 1.36915112 1.42751305 1.36921983 24 1.08793000 1.08727476 1.08727351 1.08372001 1.08417526 1.08799759 1.08789146 1.08731332 1.08378549 1.08664495 1.08715542 1.08718874 1.08526222 1.08566448 1.08739316 1.08725507 1.08815858 1.08576569 1.08820932 1.08830623 1.08750142 1.08662680 1.08660717 1.08752434
vBlZoaW 0.00000000 -1844.08223032 -68.7506314396 48 24 24 1.92990993 1.94308251 1.94674308 1.96440571 2.00120171 2.38426602 2.39326841 2.39516987 2.40105147 2.41982555 2.42125587 2.42152909 2.42384087 2.43724733 2.43915118 2.46056737 2.46967059 2.47086893 2.47447774 2.47524678 2.48129053 2.48211384 2.49107758 2.49269239 60 1.43764052 1.43269586 1.42776752 1.43419102 1.41953684 1.43174593 1.39116842 1.35943999 1.43745418 1.42274539 1.43065978 1.42667695 1.43359615 1.42681198 1.43345820 1.43709184 1.43453357 1.36601315 1.42635088 1.44397007 1.43341571 1.41692634 1.40549501 1.45458996 1.36310951 1.42965824 1.42746302 1.42759571 1.40664768 1.36110017 1.43221455 1.40382609 1.39130544 1.39407963 1.38199576 1.44158012 1.44305601 1.41775125 1.42893591 1.41868430 1.35432191 1.44366737 1.45108138 1.37594681 1.41536104 1.41802925 1.45803469 1.37385078 1.42431530 1.44509450 1.39996353 1.39549295 1.40063776 1.44047524 1.42822995 1.40582824 1.42693489 1.37133925 1.42425474 1.37203821 24 1.08733513 1.08306542 1.08336945 1.08349586 1.08448178 1.08729529 1.08340801 1.08317346 1.08732763 1.08724790 1.08726208 1.08659819 1.08424833 1.08737539 1.08724073 1.08428213 1.08384160 1.08799015 1.08816788 1.08538971 1.08748231 1.08664243 1.08658051 1.08762098
vBlZr5M 0.00000000 -1844.08416282 -68.6972412413 48 24 24 1.91947954 1.95933195 1.96051143 1.99703593 2.38688129 2.41128173 2.41449562 2.41450350 2.42144935 2.42244152 2.43706609 2.43927984 2.44776731 2.45864975 2.46103110 2.46153632 2.46990865 2.47108337 2.47930254 2.47930704 2.47944527 2.49155553 2.49253273 2.49299182 60 1.42882350 1.43347686 1.42049147 1.42975819 1.42577924 1.44005240 1.40076742 1.35865442 1.43995345 1.38988687 1.43728017 1.42966735 1.42809963 1.43516346 1.40850872 1.46371020 1.36490101 1.43026470 1.40808126 1.38979169 1.39751366 1.36493840 1.42693869 1.42624924 1.41145448 1.44375828 1.42410726 1.42001568 1.38885783 1.43234183 1.44121468 1.42443301 1.43233979 1.41628922 1.35831557 1.44035600 1.39238122 1.38464754 1.43891118 1.44459569 1.42026103 1.42353973 1.44834640 1.40843752 1.46218800 1.35498452 1.44514149 1.37612559 1.42551044 1.44575341 1.39406796 1.39968240 1.40110598 1.40672684 1.43981418 1.42634911 1.42787906 1.37164518 1.37244196 1.42382075 24 1.08733125 1.08743188 1.08405699 1.08367492 1.08741918 1.08727652 1.08663194 1.08733750 1.08361318 1.08349437 1.08396510 1.08738140 1.08733603 1.08450661 1.08510873 1.08731478 1.08736754 1.08793569 1.08816156 1.08543071 1.08747945 1.08761892 1.08657461 1.08663959
vBlgDKa 0.00000000 -1844.08105535 -68.7063837600 48 24 24 1.94449547 1.94978316 1.98723295 2.02497314 2.35180209 2.37727106 2.39845757 2.41444699 2.43676902 2.43684973 2.43888333 2.44178281 2.44221940 2.44667027 2.45638882 2.46466736 2.46836568 2.46845338 2.47470908 2.47711905 2.48358473 2.48572747 2.48608151 2.49364928 60 1.44676273 1.41378678 1.42648124 1.41617023 1.43395681 1.45598166 1.41762036 1.42421298 1.40927197 1.43256278 1.43122137 1.44110708 1.43522510 1.41126162 1.41678387 1.43053507 1.38371355 1.44073836 1.47205167 1.39387047 1.44862202 1.37809446 1.42219757 1.41724538 1.44986607 1.36952724 1.40499646 1.37692796 1.44106519 1.39859775 1.35514988 1.41921513 1.42801496 1.41092583 1.40467489 1.38951162 1.39352148 1.38920766 1.43700035 1.47233213 1.39477593 1.44443561 1.45165413 1.38297444 1.44431348 1.38440639 1.35378619 1.44566872 1.41977561 1.40411770 1.41636736 1.40427952 1.44813624 1.39792749 1.43109510 1.39764257 1.43127852 1.42776247 1.36902967 1.36897493 24 1.08784237 1.08384518 1.08340682 1.08656283 1.08387625 1.08698667 1.08727099 1.08721702 1.08463155 1.08356549 1.08656727 1.08718118 1.08571943 1.08510942 1.08726406 1.08736574 1.08815316 1.08574634 1.08820436 1.08830280 1.08660449 1.08662039 1.08749632 1.08751897
vBllPua 0.00000001 -1844.09285341 -68.8935792018 48 24 24 1.90188894 1.92388409 1.92435964 1.93164459 1.99657019 2.38569959 2.39029908 2.41210565 2.42790853 2.42970328 2.43452305 2.43611676 2.43619618 2.45588378 2.45609940 2.45898957 2.46830936 2.46831509 2.47370432 2.47450368 2.47707581 2.48554173 2.49370877 2.50170572 60 1.44274517 1.41897751 1.43422951 1.41782015 1.42919384 1.45798662 1.41798039 1.42260393 1.41540919 1.45888757 1.41526322 1.41058264 1.41781625 1.41012923 1.45886604 1.44442107 1.37522495 1.42896210 1.41834042 1.43119272 1.42345271 1.42299949 1.41219588 1.42751495 1.37348030 1.45928443 1.42689593 1.40646795 1.41769520 1.40306034 1.42738852 1.41174279 1.36405992 1.37361627 1.38149245 1.40334465 1.38154387 1.39405379 1.42878227 1.47134194 1.39434475 1.44445434 1.45221586 1.44420023 1.38473093 1.38383754 1.35354448 1.44574936 1.41581930 1.40458264 1.41915954 1.40458840 1.44839955 1.39730286 1.43143846 1.39754077 1.43131415 1.42797532 1.36883112 1.36887127 24 1.08316181 1.08329801 1.08726638 1.08315580 1.08721550 1.08721120 1.08314859 1.08725616 1.08344272 1.08650251 1.08648455 1.08344629 1.08106780 1.08429542 1.08734039 1.08727177 1.08566912 1.08815317 1.08831129 1.08820094 1.08661769 1.08660601 1.08751698 1.08749438
vBm6eFU 0.00000000 -1844.06277067 -68.4003712796 48 24 24 1.99769287 2.02496848 2.37193803 2.38538989 2.41139643 2.42650596 2.43674326 2.44508601 2.45457526 2.45845185 2.46680487 2.46843468 2.46857238 2.47068876 2.47090959 2.47195981 2.47297546 2.47504388 2.47740971 2.47818449 2.47856911 2.48297883 2.48666383 2.49347922 60 1.41821782 1.44694300 1.41786508 1.42015038 1.44336262 1.44858900 1.41295212 1.37938313 1.44399420 1.42504138 1.39117955 1.42399272 1.44764423 1.42168410 1.44255313 1.41346796 1.40079718 1.43449020 1.44485969 1.41167068 1.43778225 1.40086965 1.42168006 1.38839199 1.44638869 1.44364669 1.38075580 1.47489560 1.35378277 1.44514584 1.45175632 1.38156378 1.38333410 1.43527541 1.43915514 1.44455070 1.39129305 1.35653728 1.40251027 1.41693934 1.40317676 1.42477648 1.38709662 1.43487915 1.37776484 1.41062780 1.36122099 1.41751780 1.42110225 1.44516188 1.40294608 1.40318458 1.39856558 1.39890240 1.44738580 1.43043325 1.43065674 1.36939280 1.36946178 1.42705259 24 1.08794754 1.08779945 1.08780996 1.08505552 1.08564927 1.08724869 1.08737268 1.08736397 1.08731038 1.08784180 1.08785906 1.08709263 1.08666670 1.08721099 1.08406050 1.08724720 1.08814142 1.08576827 1.08819208 1.08828576 1.08747536 1.08749867 1.08659325 1.08661288
vBm7hGS 0.00000002 -1844.07164978 -68.6027784788 48 24 24 1.94441051 1.95798051 1.98694103 2.00208343 2.38752486 2.39560307 2.40946801 2.41943697 2.42157907 2.42335808 2.42578065 2.43245505 2.43547024 2.43972885 2.45049560 2.45999296 2.46981727 2.47093974 2.47378638 2.47435001 2.47628191 2.49146105 2.49262576 2.49740761 60 1.42441972 1.43799111 1.42363929 1.41799356 1.44217537 1.44033797 1.42699593 1.38797704 1.43385840 1.41273807 1.40604511 1.43207652 1.44500284 1.41942212 1.44028770 1.39307766 1.46173291 1.37967037 1.44562270 1.44249786 1.41570933 1.41607266 1.42787472 1.35440720 1.44375607 1.45150828 1.41622124 1.37534239 1.42248396 1.44395195 1.43864130 1.43372511 1.36105066 1.38383564 1.43559652 1.41852953 1.39796153 1.36031239 1.40227380 1.44196407 1.42845597 1.42451924 1.37563758 1.41561656 1.45961747 1.42521882 1.44475653 1.39444823 1.39916280 1.37048198 1.41929641 1.37511391 1.40143321 1.40671592 1.43994949 1.42635921 1.42772583 1.37173978 1.37245878 1.42369038 24 1.08797721 1.08441708 1.08416460 1.08722666 1.08736754 1.08390254 1.08729835 1.08787713 1.08347105 1.08729028 1.08786834 1.08385215 1.08429500 1.08799005 1.08741567 1.08652479 1.08655717 1.08422900 1.08816467 1.08541295 1.08747357 1.08761317 1.08656479 1.08663088
vBm7uAS 0.00000000 -1844.07422196 -68.6291327941 48 24 24 1.92477147 1.94081789 1.98353476 2.00106792 2.39060729 2.41065105 2.41503530 2.42070670 2.42398696 2.42710478 2.43119056 2.43403223 2.43524562 2.44021789 2.44067912 2.46007593 2.46905139 2.47033013 2.47038644 2.47141059 2.49155871 2.49230803 2.49241553 2.49309729 60 1.43210300 1.42258120 1.43777172 1.42894771 1.41844716 1.42903106 1.39919131 1.36330142 1.43366599 1.43388732 1.42711267 1.43076402 1.43767773 1.42197082 1.43077437 1.42260329 1.43908640 1.38032654 1.44206319 1.44320647 1.41711739 1.42769504 1.44935945 1.40014981 1.46573017 1.35806061 1.43395249 1.44674515 1.41528971 1.38152411 1.36846941 1.42190899 1.45426594 1.41774532 1.44626794 1.39825355 1.40319384 1.35484131 1.44468923 1.37557550 1.42693743 1.44486136 1.39829254 1.39188638 1.39774474 1.40356204 1.44230429 1.42814892 1.42974907 1.37022016 1.37105815 1.42575904 1.40267532 1.43879080 1.42694674 1.40865867 1.42518041 1.37245151 1.42272021 1.37334335 24 1.08727855 1.08333498 1.08394696 1.08512129 1.08720285 1.08309984 1.08332249 1.08393864 1.08787369 1.08736475 1.08728563 1.08792880 1.08813455 1.08514918 1.08746802 1.08762112 1.08657092 1.08664328 1.08816212 1.08553070 1.08747994 1.08664241 1.08656712 1.08762599
vBm7uGe 0.00000000 -1844.07424192 -68.6227157984 48 24 24 1.93329864 1.95933363 1.98386941 1.99695821 2.39429422 2.41478826 2.41857516 2.42207947 2.42360193 2.42772986 2.43042048 2.43509225 2.43516107 2.43659288 2.45179368 2.45452269 2.45941259 2.46360626 2.46871002 2.47014974 2.47546528 2.49033282 2.49327336 2.49652377 60 1.41490657 1.44343249 1.42874730 1.44962339 1.41899013 1.44405314 1.37665411 1.35500467 1.44427913 1.37868994 1.46618459 1.43990260 1.39544357 1.40057428 1.42329057 1.43363422 1.39973911 1.42841355 1.43044980 1.42845471 1.44239363 1.41889334 1.42724234 1.39101229 1.39988195 1.42992403 1.42660212 1.42310812 1.44090641 1.43474204 1.36547884 1.43044555 1.41580550 1.44478439 1.45110583 1.35883732 1.43595238 1.38172566 1.44810872 1.40024297 1.41748889 1.40420106 1.36429371 1.43481363 1.44018223 1.43797556 1.42120127 1.40930582 1.42502665 1.40198212 1.44303046 1.42906017 1.39668219 1.43033131 1.37041539 1.42654977 1.36969801 1.37762444 1.41586540 1.37323487 24 1.08724557 1.08741808 1.08394377 1.08469434 1.08800953 1.08460048 1.08391993 1.08735633 1.08328345 1.08731501 1.08789207 1.08739396 1.08406197 1.08793437 1.08510511 1.08814305 1.08658157 1.08761143 1.08747011 1.08663867 1.08439366 1.08656666 1.08653384 1.08744506
vBm7wlU 0.00000001 -1844.07239416 -68.6061977154 48 24 24 1.93309201 1.96681047 1.96750094 1.99592739 2.39119923 2.40425354 2.41677118 2.41722536 2.42385812 2.42683561 2.42806440 2.42831656 2.43569366 2.43594570 2.45544662 2.46090976 2.46808106 2.46820557 2.47393138 2.47627935 2.47705322 2.48928916 2.49386496 2.49624983 60 1.42713200 1.44136628 1.40802880 1.43096166 1.42690791 1.42926591 1.42695000 1.42297406 1.43659958 1.38058275 1.44451706 1.44789483 1.44434994 1.37584127 1.42749575 1.35435465 1.42879613 1.43229043 1.43215643 1.42665931 1.43319456 1.36300185 1.43041999 1.39704044 1.44437830 1.42536578 1.39064572 1.41861499 1.40050627 1.42813479 1.47272404 1.44052962 1.42674684 1.44295347 1.36700726 1.43578397 1.40968511 1.42424338 1.41973909 1.44947601 1.38539785 1.43654323 1.38676578 1.35764272 1.41826656 1.44628033 1.40535215 1.41359880 1.40585007 1.39685577 1.44905513 1.43165212 1.39633112 1.43198367 1.36858742 1.42845873 1.36847100 1.41495773 1.37393330 1.37866395 24 1.08399963 1.08735319 1.08725180 1.08363253 1.08731275 1.08790317 1.08461877 1.08404150 1.08368113 1.08790817 1.08725041 1.08322599 1.08510057 1.08812037 1.08831218 1.08818831 1.08752176 1.08660570 1.08662831 1.08749387 1.08653794 1.08654396 1.08440961 1.08743354
vBmDSzA 0.00000001 -1844.07980231 -68.6250154058 48 24 24 1.98265594 2.00396664 2.02446940 2.37456636 2.38959077 2.40533284 2.41230645 2.43053745 2.43667742 2.44372859 2.45215284 2.45524408 2.45528009 2.45558149 2.46387223 2.46688500 2.46812544 2.46838795 2.46859344 2.47486352 2.47725732 2.48336162 2.48649375 2.49348464 60 1.42757416 1.44027077 1.41888762 1.42276968 1.43594046 1.45057383 1.41805460 1.37640476 1.47364008 1.42472196 1.39215028 1.44018298 1.44051217 1.40935423 1.43370479 1.40813600 1.41767358 1.39044984 1.44274780 1.44415213 1.38390842 1.47397632 1.35364323 1.44493462 1.45164455 1.38215310 1.38374775 1.43486342 1.43164201 1.43263581 1.41476359 1.42823083 1.42963726 1.39763852 1.42761604 1.42884578 1.36488030 1.43035155 1.40984249 1.39382866 1.43126291 1.40249540 1.43062035 1.36300815 1.36459515 1.41703000 1.42054726 1.44534842 1.40342919 1.40361539 1.38307259 1.40031981 1.39818850 1.39850781 1.44765546 1.43069970 1.43090495 1.36922616 1.36928719 1.42731762 24 1.08502822 1.08790313 1.08516083 1.08565041 1.08725139 1.08737228 1.08735568 1.08716254 1.08789397 1.08411138 1.08725805 1.08715200 1.08735362 1.08813714 1.08573818 1.08712105 1.08656260 1.08430859 1.08818848 1.08828150 1.08747575 1.08749890 1.08659746 1.08661941
vBmEJ0y 0.00000005 -1844.08446198 -68.7377301806 48 24 24 1.93120420 1.95052125 1.98124888 2.02518742 2.34633862 2.37504518 2.41318414 2.43379427 2.43680883 2.43972858 2.44192525 2.44365108 2.44416121 2.44467402 2.44685085 2.45575952 2.46606271 2.46832840 2.46847204 2.47471952 2.47710817 2.48600263 2.48611300 2.49353472 60 1.43471040 1.44294063 1.42025469 1.42414691 1.42975408 1.44462270 1.41733107 1.42684949 1.42758712 1.47139648 1.40089459 1.38165436 1.44365856 1.43119088 1.40772800 1.43078838 1.41585876 1.41302484 1.39235492 1.43923776 1.44482595 1.38721595 1.47276443 1.35343173 1.44474313 1.45154222 1.38274600 1.38404876 1.43546526 1.43397718 1.42345175 1.42988071 1.46537721 1.40444990 1.40421978 1.40210029 1.43865245 1.38935334 1.39336201 1.40087619 1.42736431 1.39161849 1.43818875 1.36212771 1.35668598 1.38697988 1.39043748 1.41661672 1.41999074 1.44553914 1.40386092 1.40395170 1.39784572 1.39812272 1.44790178 1.43092501 1.43109244 1.36906895 1.36911876 1.42754234 24 1.08430497 1.08496325 1.08571563 1.08726255 1.08735348 1.08716281 1.08654820 1.08369844 1.08787892 1.08375512 1.08715672 1.08719762 1.08724491 1.08342930 1.08651995 1.08338254 1.08813569 1.08572429 1.08818573 1.08828129 1.08747322 1.08749651 1.08659901 1.08661600
vBmIVA0 0.00000005 -1844.07654935 -68.6709116559 48 24 24 1.92326881 1.96496426 1.97604495 2.02393107 2.34563146 2.37332074 2.41259222 2.42862207 2.43203754 2.43702162 2.43907544 2.44408439 2.44451639 2.44532315 2.44960169 2.45606579 2.46902739 2.46908222 2.47465216 2.47699286 2.48258299 2.48579257 2.48680057 2.49317632 60 1.44710347 1.41654428 1.42385077 1.40928918 1.43546351 1.45923779 1.42734031 1.44293384 1.38838867 1.43455539 1.42132481 1.43850472 1.43747439 1.40640014 1.41923048 1.43435287 1.38836231 1.43172752 1.47058408 1.39204112 1.42977651 1.39666251 1.42923901 1.42359822 1.41073341 1.36499842 1.40729648 1.37509467 1.43548387 1.43821428 1.35905311 1.40091150 1.38097008 1.41013716 1.43410341 1.41646662 1.41070313 1.38430514 1.44218649 1.47382579 1.38993335 1.44511975 1.45155951 1.38207022 1.44535000 1.38355568 1.35315923 1.42064321 1.44520886 1.40353243 1.41725567 1.40368713 1.39843128 1.44762532 1.43088776 1.39815174 1.43106593 1.36914170 1.42760143 1.36908662 24 1.08781523 1.08723372 1.08322849 1.08664780 1.08400387 1.08704002 1.08376034 1.08722021 1.08405070 1.08661366 1.08713823 1.08401958 1.08582296 1.08493128 1.08734047 1.08743148 1.08586403 1.08820738 1.08836085 1.08825952 1.08757973 1.08666518 1.08667845 1.08755513
